slug,acronym,author,name,edition_date,country,pages,volume,shelf_number,dates,notes
TC-CAN_1909_180-181_1909,TC-CAN,,"Tableau des importations, exportations et navigation du Canada",1909,,180-181,,,1909,
TC-CAN_1908_184-185_1908,TC-CAN,,"Tableau des importations, exportations et navigation du Canada",1908,,184-185,,,1908,
TC-CAN_1907_182-183_1907,TC-CAN,,"Tableau des importations, exportations et navigation du Canada",1907,,182-183,,,1907,
TC-CAN_1906_184-185_1906,TC-CAN,,"Tableau des importations, exportations et navigation du Canada",1906,,184-185,,,1906,
TC-CAN_1905_184-185_1905,TC-CAN,,"Tableau des importations, exportations et navigation du Canada",1905,,184-185,,,1905,
T-CAN_1904_I_20-25_1900,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1900,
T-CAN_1904_I_20-25_1901,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1901,
T-CAN_1904_I_20-25_1902,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1902,
T-CAN_1904_I_20-25_1903,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1903,
T-CAN_1904_I_20-25_1904,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1904,
T-CAN_1899_163_1899,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1899,,163,,,1899,
T-CAN_1899_178-179_1899,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1899,,178-179,,,1899,
T-CAN_1897_122-123_1897,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1897,,122-123,,,1897,
TC-CAN_1896_361_1896,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1896,,361,,,1896,
TC-CAN_1896_516-517_1896,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1896,,516-517,,,1896,
T-CAN_1895_356_1895,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1895,,356,,,1895,
T-CAN_1895_510-511_1895,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1895,,510-511,,,1895,
T-CAN_1894_356_1894,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1894,,356,,,1894,
T-CAN_1894_508-509_1894,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1894,,508-509,,,1894,
T-CAN_1898_159_1898,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1898,,159,,,1898,
T-CAN_1898_172-173_1898,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1898,,172-173,,,1898,
TC-CAN_1892_349_1892,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1892,,349,,,1892,
TC-CAN_1892_496-497_1892,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1892,,496-497,,,1892,
TC-CAN_1891_346_1891,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1891,,346,,,1891,
TC-CAN_1891_492-493_1891,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1891,,492-493,,,1891,
TC-CAN_1890_593_1890,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1890,,593,,,1890,
TC-CAN_1890_772-773_1890,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1890,,772-773,,,1890,
TC-CAN_1889_573_1889,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1889,,573,,,1889,
TC-CAN_1889_744-745_1889,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1889,,744-745,,,1889,
TC-CAN_1886_567_1886,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1886,,567,,,1886,
TC-CAN_1886_752-753_1886,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1886,,752-753,,,1886,
TC-CAN_1882_519_1882,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1882,,519,,,1882,
TC-CAN_1882_692-693_1882,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1882,,692-693,,,1882,
TC-CAN_1876_297_1876,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1876,,297,,,1876,
TC-CAN_1876_504-505_1876,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1876,,504-505,,,1876,
T-CAN_1875_407_1875,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1875,,407,,,1875,
T-CAN_1875_594-595_1875,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1875,,594-595,,,1875,
TC-CAN_1874_378_1874,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1874,,378,,,1874,
TC-CAN_1874_548_1874,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1874,,548,,,1874,
T-CAN_1875_xxxix_1872,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1875,,xxxix,,,1872,
T-CAN_1875_xxxix_1873,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1875,,xxxix,,,1873,
T-CAN_1875_xl_1872,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1875,,xl,,,1872,
T-CAN_1875_xl_1873,T-CAN,,Tables of the Trade and Navigation of the Dominion of Canada,1875,,xl,,,1873,
TC-CAN_1876_vii_1868,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1876,,vii,,,1868,
TC-CAN_1876_vii_1869,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1876,,vii,,,1869,
TC-CAN_1876_vii_1870,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1876,,vii,,,1870,
TC-CAN_1876_vii_1871,TC-CAN,,Tableaux du commerce et de la navigation du Canada,1876,,vii,,,1871,
TC-CAN_1873_113_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,113,,,1873,
TC-CAN_1873_162_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,162,,,1873,
TC-CAN_1873_205_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,205,,,1873,
TC-CAN_1873_238_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,238,,,1873,
TC-CAN_1873_257_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,257,,,1873,
TC-CAN_1873_360_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,360,,,1873,
TC-CAN_1873_377_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,377,,,1873,
TC-CAN_1873_392_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,392,,,1873,
TC-CAN_1873_404_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,404,,,1873,
TC-CAN_1873_408_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,408,,,1873,
TC-CAN_1873_411_1873,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1873,,411,,,1873,
TC-CAN_1872_46_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,46,,,1872,
TC-CAN_1872_102_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,102,,,1872,
TC-CAN_1872_152_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,152,,,1872,
TC-CAN_1872_195_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,195,,,1872,
TC-CAN_1872_230_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,230,,,1872,
TC-CAN_1872_248_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,248,,,1872,
TC-CAN_1872_346_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,346,,,1872,
TC-CAN_1872_363_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,363,,,1872,
TC-CAN_1872_376_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,376,,,1872,
TC-CAN_1872_386_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,386,,,1872,
TC-CAN_1872_390_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,390,,,1872,
TC-CAN_1872_393_1872,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1872,,393,,,1872,
TC-CAN_1871_49_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,49,,,1871,
TC-CAN_1871_107_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,107,,,1871,
TC-CAN_1871_157_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,157,,,1871,
TC-CAN_1871_201_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,201,,,1871,
TC-CAN_1871_215_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,215,,,1871,
TC-CAN_1871_306_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,306,,,1871,
TC-CAN_1871_323_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,323,,,1871,
TC-CAN_1871_336_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,336,,,1871,
TC-CAN_1871_345_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,345,,,1871,
TC-CAN_1871_347_1871,TC-CAN,,Mouvement du commerce et de la navigation de la Puissance du Canada,1871,,347,,,1871,
TC-CAN_1867_160_1867,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1867,,160,,,1867,
TC-CAN_1867_160_1866,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1867,,160,,,1866,
TC-CAN_1867_228_1867,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1867,,228,,,1867,
TC-CAN_1867_228_1866,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1867,,228,,,1866,
TC-CAN_1863_160_1860,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1863,,160,,,1860,
TC-CAN_1863_160_1861,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1863,,160,,,1861,
TC-CAN_1863_160_1862,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1863,,160,,,1862,
TC-CAN_1863_160_1863,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1863,,160,,,1863,
TC-CAN_1863_228_1863,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1863,,228,,,1863,
TC-CAN_1862_224_1862,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1862,,224,,,1862,
TC-CAN_1861_224_1861,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1861,,224,,,1861,
TC-CAN_1860_222_1860,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1860,,222,,,1860,
TC-CAN_1861_156_1858,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1861,,156,,,1858,
TC-CAN_1861_156_1859,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1861,,156,,,1859,
TC-CAN_1858_288_1858,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1858,,288,,,1858,
TC-CAN_1857_197_1857,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1857,,197,,,1857,
TC-CAN_1856_197_1856,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1856,,197,,,1856,
T-CAN_1855_255_1855,T-CAN,,Tables of the Trade and Navigation of the Province of Canada,1855,,255,,,1855,
TC-CAN_1854_519_1854,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1854,,519,,,1854,
TC-CAN_1854_372_1854,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1854,,372,,,1854,
TC-CAN_1853_465_1853,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1853,,465,,,1853,
TC-CAN_1854_372_1853,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1854,,372,,,1853,
TC-CAN_1852_434_1852,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1852,,434,,,1852,
TC-CAN_1854_372_1852,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1854,,372,,,1852,
TC-CAN_1851_498_1851,TC-CAN,,Tables of the Trade and Navigation of the Province of Canada,1851,,498,,,1851,
TC-CAN_1854_372_1851,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1854,,372,,,1851,
TC-CAN_1850_436_1850,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1850,,436,,,1850,
TC-CAN_1850_439_1850,TC-CAN,,Tableaux du commerce et de la navigation de la Province du Canada,1850,,439,,,1850,
SC-TUN_1938_212-213_1937,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1938,,212-213,,,1937,
SC-TUN_1938_212-213_1938,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1938,,212-213,,,1938,
SC-TUN_1936_211_1936,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1936,,211,,,1936,
SC-TUN_1935_211_1935,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1935,,211,,,1935,
SC-TUN_1934_211_1934,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1934,,211,,,1934,
SC-TUN_1933_211_1933,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1933,,211,,,1933,
SC-TUN_1932_213_1932,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1932,,213,,,1932,
SC-TUN_1931_213_1931,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1931,,213,,,1931,
SC-TUN_1930_207_1930,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1930,,207,,,1930,
SC-TUN_1929_207_1929,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1929,,207,,,1929,
SC-TUN_1928_207_1928,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1928,,207,,,1928,
SC-TUN_1927_207_1927,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1927,,207,,,1927,
SC-TUN_1926_207_1926,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1926,,207,,,1926,
SC-TUN_1925_205_1925,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1925,,205,,,1925,
SC-TUN_1924_205_1924,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1924,,205,,,1924,
SC-TUN_1923_205_1923,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1923,,205,,,1923,
SC-TUN_1922_205_1922,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1922,,205,,,1922,
SC-TUN_1921_205_1921,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1921,,205,,,1921,
SC-TUN_1920_205_1920,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1920,,205,,,1920,
SC-TUN_1919_205_1919,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1919,,205,,,1919,
SC-TUN_1918_205_1918,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1918,,205,,,1918,
SC-TUN_1917_205_1917,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1917,,205,,,1917,
SC-TUN_1916_205_1916,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1916,,205,,,1916,
SC-TUN_1915_205_1915,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1915,,205,,,1915,
SC-TUN_1914_205_1914,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1914,,205,,,1914,
SC-TUN_1913_205_1913,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1913,,205,,,1913,
SC-TUN_1912_205_1912,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1912,,205,,,1912,
SC-TUN_1911_205_1911,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1911,,205,,,1911,
SC-TUN_1910_205_1910,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1910,,205,,,1910,
SC-TUN_1909_205_1909,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1909,,205,,,1909,
SC-TUN_1907_205_1907,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1907,,205,,,1907,
SC-TUN_1907_XXVI-XXVII_1900,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1907,,XXVI-XXVII,,,1900,
SC-TUN_1907_XXVI-XXVII_1899,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1907,,XXVI-XXVII,,,1899,
SC-TUN_1907_XXVI-XXVII_1898,SC-TUN,,Documents statistiques sur le commerce de la Tunisie,1907,,XXVI-XXVII,,,1898,
AST-UK_1938_I_260-265_1934,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,260-265,I,,1934,
AST-UK_1938_I_260-265_1935,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,260-265,I,,1935,
AST-UK_1938_I_260-265_1936,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,260-265,I,,1936,
AST-UK_1938_I_260-265_1937,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,260-265,I,,1937,
AST-UK_1938_I_260-265_1938,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,260-265,I,,1938,
AST-UK_1938_I_266-268_1934,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,266-268,I,,1934,
AST-UK_1938_I_266-268_1935,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,266-268,I,,1935,
AST-UK_1938_I_266-268_1936,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,266-268,I,,1936,
AST-UK_1938_I_266-268_1937,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,266-268,I,,1937,
AST-UK_1938_I_266-268_1938,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1938,,266-268,I,,1938,
AST-UK_1933_I_138-144_1929,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,138-144,I,,1929,
AST-UK_1933_I_145-147_1929,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,145-147,I,,1929,
AST-UK_1933_I_138-144_1930,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,138-144,I,,1930,
AST-UK_1933_I_145-147_1930,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,145-147,I,,1930,
AST-UK_1933_I_138-144_1931,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,138-144,I,,1931,
AST-UK_1933_I_145-147_1931,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,145-147,I,,1931,
AST-UK_1933_I_138-144_1932,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,138-144,I,,1932,
AST-UK_1933_I_145-147_1932,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,145-147,I,,1932,
AST-UK_1933_I_138-144_1933,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,138-144,I,,1933,
AST-UK_1933_I_145-147_1933,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1933,,145-147,I,,1933,
AST-UK_1928_I_149-153_1924,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,149-153,I,,1924,
AST-UK_1928_I_149-153_1925,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,149-153,I,,1925,
AST-UK_1928_I_149-153_1926,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,149-153,I,,1926,
AST-UK_1928_I_149-153_1927,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,149-153,I,,1927,
AST-UK_1928_I_149-153_1928,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,149-153,I,,1928,
AST-UK_1928_I_154-157_1924,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,154-157,I,,1924,
AST-UK_1928_I_154-157_1925,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,154-157,I,,1925,
AST-UK_1928_I_154-157_1926,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,154-157,I,,1926,
AST-UK_1928_I_154-157_1927,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,154-157,I,,1927,
AST-UK_1928_I_154-157_1928,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1928,,154-157,I,,1928,
AST-UK_1923_I_143-147_1920,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1923,,143-147,I,,1920,
AST-UK_1923_I_143-147_1921,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1923,,143-147,I,,1921,
AST-UK_1923_I_143-147_1922,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1923,,143-147,I,,1922,
AST-UK_1923_I_143-147_1923,AST-UK,,Annual Statement of the Trade of the United Kingdom with Foreign Countries and British Countries ,1923,,143-147,I,,1923,
